Source,Destination,Item name,Extension,Item size,Content type,Status,Result category,Message,Error code,Source item ID,Destination item ID,Package number,Migration job ID,Incremental round,Task ID,Device name
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-01.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-01.pdf,Bulletin_2026-01.pdf,pdf,1700,Document,Migrated,MIGRATED,,,SRC-39355494,187f132d-7da6-9370-5909-a958011dd8b3,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-02.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-02.pdf,Bulletin_2026-02.pdf,pdf,1700,Document,Migrated,MIGRATED,,,SRC-99724059,d34979b3-cbf9-3e3f-b1f9-25cb7dd1e6c7,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-03.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-03.pdf,Bulletin_2026-03.pdf,pdf,1700,Document,Migrated,MIGRATED,,,SRC-2905112,97b1ac9d-7e9c-e77a-f797-8c5f2f3ca661,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-04.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-04.pdf,Bulletin_2026-04.pdf,pdf,1700,Document,Migrated,MIGRATED,,,SRC-23410031,83e03b8d-d4f3-318e-f50b-7e1d58e1290d,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-05.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-05.pdf,Bulletin_2026-05.pdf,pdf,1702,Document,Migrated,MIGRATED,,,SRC-31382899,28ad5dc9-f1a1-7500-93f8-4ade42b50c7c,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-06.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-06.pdf,Bulletin_2026-06.pdf,pdf,1700,Document,Migrated,MIGRATED,,,SRC-64439780,f033b915-36f7-84cc-d0b3-a17548a28354,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-07.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-07.pdf,Bulletin_2026-07.pdf,pdf,1700,Document,Migrated,MIGRATED,,,SRC-57252594,2a7147ea-7f91-9c89-3b45-63c7b31110c8,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Bulletins_de_paie\2026\Bulletin_2026-08.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Bulletins_de_paie/2026/Bulletin_2026-08.pdf,Bulletin_2026-08.pdf,pdf,1700,Document,Migrated,MIGRATED,,,SRC-18688880,c44da161-a2f3-bd5d-f04f-62941c23edee,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Contrat_de_travail_ANDRÉ.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Contrat_de_travail_ANDRÉ.pdf,Contrat_de_travail_ANDRÉ.pdf,pdf,1729,Document,Migrated,MIGRATED,,,SRC-48416184,fdb9ba32-c9b4-bc96-7d83-c1df14b4b8d8,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
\\DEMO-SRV01\FileServer\02_RH_Collaborateurs\01_Dossiers_Individuels\ANDRÉ_Clara\Entretiens_annuels\Entretien_annuel_2024.docx,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/RH/01_Dossiers_Individuels/ANDRÉ_Clara/Entretiens_annuels/Entretien_annuel_2024.docx,Entretien_annuel_2024.docx,docx,36752,Document,Migrated,MIGRATED,,,SRC-43624597,1ac44e92-c974-732b-8fae-625eb278f801,1,0dd09e51-fa55-6835-c021-fa1bc31e4b97,1,d23f0824-128b-2f33-0c5c-7fd0a6a3a450,DEMO-SRV01
